Country Name,Country Code,Series Name,Series Code,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,15919.02455,15679.104,16222.03596,..,..
Afghanistan,AFG,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,14.2,15.9,..,..,..
Afghanistan,AFG,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..,..,0.265,..,..
Afghanistan,AFG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,52.80462038,52.41704109,..,..,..
Afghanistan,AFG,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,..,..,..,..,..
Afghanistan,AFG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..
Afghanistan,AFG,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,..,..,..,..,..
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,56.2482314520951,57.9082516903546,59.7522806371985,..,..
Afghanistan,AFG,Population in largest city,EN.URB.LCTY,4011770,4114030,4221532,4335770,4457882
Afghanistan,AFG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,4011770,4114030,4221532,4335770,4457882
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733
Afghanistan,AFG,"Population, total",SP.POP.TOTL,36686784,37769499,38972230,40099462,41128771
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,18136922,18679089,19279930,19844584,20362329
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,18549862,19090409,19692301,20254878,20766442
Afghanistan,AFG,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..,..,..
Afghanistan,AFG,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..,..,..
Afghanistan,AFG,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..,..,..
Afghanistan,AFG,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..
Afghanistan,AFG,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..
Afghanistan,AFG,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..
Afghanistan,AFG,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..
Afghanistan,AFG,Rural population,SP.RUR.TOTL,27333488,28042342,28829317,29547690,30181937
Afghanistan,AFG,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,..,..,..,..,..
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.4252090454102,..,..,..,..
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.996162414551,106.701080322266,..,..,..
Afghanistan,AFG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,9.68642044067383,..,10.5625200271606,..,..
Afghanistan,AFG,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.11,11.085,11.71,..,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,11.71,5.58,..
Afghanistan,AFG,Urban population,SP.URB.TOTL,9353296,9727157,10142913,10551772,10946834
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,3.85083283346822,3.9192869845162,4.18535706165902,3.95185728902399,3.67564741322498
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.495,25.754,26.026,26.314,26.616
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Albania,ALB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Albania,ALB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.70823775063278,0.686843109371154,-5.69747282143057,..,..
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,12379624246.5057,12379000501.4942,11942964386.2708,..,..
Albania,ALB,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,10283959598.8243,10354594266.6993,9764644072.58471,..,..
Albania,ALB,Age dependency ratio (% of working-age population),SP.POP.DPND,46.9149337482907,47.2803971247671,47.6966322543307,48.1832229557306,48.8135167941256
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.517,10.343,10.285,10.24,..
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,117.392740239274,119.049258384382,120.978911881374,123.448662047403,131.750834819418
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.308,8.48,10.785,11.325,..
Albania,ALB,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,66.99561,67.74847,..,..,..
Albania,ALB,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,82,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.LO.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",SE.PRM.CUAT.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.MS.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.MS.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.MS.MA.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.DO.FE.ZS,..,..,..,..,..
Albania,ALB,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.DO.MA.ZS,..,..,..,..,..
Albania,ALB,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.300322,1.096161,1.065297,1.058284,..
Albania,ALB,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,3.294396,3.068987,2.957866,2.983089,..
Albania,ALB,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,4.794342,4.577596,4.368,4.42455,..
Albania,ALB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,12702504633.9887,12967696347.088,12539492375.1873,13656576541.706,14318133324.6211
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.84423589539303
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4431.55560679714,4543.38772250631,4418.66088547605,4857.11195487159,5158.50912786813
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,15156424061.9815,15401826080.5183,15162734205.2462,17930565118.8176,18882095517.8768
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,5287.66081699731,5396.21422690995,5343.0377039956,6377.20309553753,6802.80451885113
Albania,ALB,Gini index,SI.POV.GINI,30.1,30.1,29.4,..,..
Albania,ALB,GNI (constant 2015 US$),NY.GNP.MKTP.KD,12691888532.9236,12808216545.507,12344914872.6385,13476335529.5866,..
Albania,ALB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.65387455180131,0.91655400440726,-3.61722236052508,9.16507459647096,..
Albania,ALB,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,4427.85194019333,4487.51206401639,4350.09574950551,4793.00725249251,..
Albania,ALB,GNI (current US$),NY.GNP.MKTP.CD,15137984897.5591,15200244541.9167,14912504601.9328,17680966714.6445,18535091967.2687
Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..
Albania,ALB,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.628666281700134,..,0.634250938892365,..,..
Albania,ALB,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03,0.03,0.03,0.03,..
Albania,ALB,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,..,..,..,..,..
Albania,ALB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,18,16,16,17,..
Albania,ALB,Income share held by highest 10%,SI.DST.10TH.10,22.7,23.6,22.8,..,..
Albania,ALB,Income share held by lowest 10%,SI.DST.FRST.10,3.2,3.5,3.4,..,..
Albania,ALB,Income share held by second 20%,SI.DST.02ND.20,13,13,13.2,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546,6.72520271530062
Albania,ALB,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,59.3,60.31,..,..,..
Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,69.035,70.373,66.751,69.031,..
Albania,ALB,"Labor force, total",SL.TLF.TOTL.IN,1409389,1433004,1347461,1384740,1381652
Albania,ALB,Land area (sq. km),AG.LND.TOTL.K2,27400,27400,27400,..,..
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.608,81.666,79.676,79.173,..
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.037,77.168,74.632,74.087,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.184,79.282,76.989,76.463,..
Albania,ALB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,98.5136184692383,..,..,98.6900024414063,..
Albania,ALB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,97.7611236572266,..,..,98.1999969482422,..
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.1411514282227,..,..,98.4499969482422,..
Albania,ALB,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,3008.433359,2848.125872,2692.195886,..,..
Albania,ALB,"Mortality caused by road traffic injury (per 100,000 population)",SH.STA.TRAF.P5,11,11.7,..,..,..
Albania,ALB,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,..,..,..,..,..
Albania,ALB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,18.82011853,18.63878032,..,..,..
Albania,ALB,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,..,..,..,..,..
Albania,ALB,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..
Albania,ALB,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,..,..,..,..,..
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,104.612262773723,104.167554744526,103.571131386861,..,..
Albania,ALB,Population in largest city,EN.URB.LCTY,475577,484624,493712,502734,511559
Albania,ALB,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.28980006505826
Albania,ALB,"Population, total",SP.POP.TOTL,2866376,2854191,2837849,2811666,2775634
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1430495,1425364,1418585,1407212,1391085
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1435881,1428828,1419264,1404454,1384548
Albania,ALB,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0,0,0,..,..
Albania,ALB,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,4.6,3.2,3.2,..,..
Albania,ALB,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,0.5,0.2,0.2,..,..
Albania,ALB,Progression to secondary school (%),SE.SEC.PROG.ZS,..,..,..,..,..
Albania,ALB,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..
Albania,ALB,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..
Albania,ALB,Rail lines (total route-km),IS.RRS.TOTL.KM,..,..,..,..,..
Albania,ALB,Rural population,SP.RUR.TOTL,1137407,1106598,1075204,1041188,1004807
Albania,ALB,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,80.4987335205078,75.7549896240234,75.1401824951172,69.2341995239258,..
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,95.4323272705078,95.0865936279297,94.2803268432617,96.114631652832,..
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.993423461914,104.81273651123,100.151916503906,95.9217834472656,..
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,54.9613304138184,59.7784996032715,57.8131408691406,56.7215309143066,..
Albania,ALB,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.3,11.47,13.067,12.683,11.808
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,12.3,11.47,..,..,..
Albania,ALB,Urban population,SP.URB.TOTL,1728969,1747593,1762645,1770478,1770827
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1.31716210445698,1.07141354924368,0.85761092300088,0.443404480033808,0.01971024812209
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.319,61.229,62.112,62.969,63.799
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6377410888672,99.5,99.7187728881836,99.7878265380859,..
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.8981094360352,99.8,99.9316940307617,99.9620895385742,..
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,98.9468531826338,98.6810562619086,99.1210908229458,99.2850507754314,..
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1.37729550002422,0.302664152372969,-3.85643983297732,..,..
Algeria,DZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,136878860329.214,135688646580.766,119936744560.463,..,..
Algeria,DZA,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,148502275040.14,148951738192.145,143207504028.591,..,..
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,55.9538641191913,57.0539875279503,57.889466858055,58.4637314615723,58.8083853434703
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.074,23.298,22.431,21.524,..
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,148.463994714821,151.361667767746,155.017250238567,166.218894516626,181.619931977783
Algeria,DZA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.482,4.392,5.398,4.546,..
Algeria,DZA,Ease of doing business score (0 = lowest performance to 100 = best performance),IC.BUS.DFRN.XQ,48.49803,48.59758,..,..,..
Algeria,DZA,Ease of doing business rank (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,157,..,..,..
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.LO.FE.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.PO.MA.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.PO.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",SE.SEC.CUAT.PO.FE.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",SE.PRM.CUAT.MA.ZS,..,..,..,..,..
Algeria,DZA,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",SE.TER.CUAT.ST.FE.ZS,..,..,..,..,..
